# Nominal_3 (Up to date)
# 1062 data points written for 53 variables.
# Simulation warnings:
#   Implantação recuperação do dispositivo a alta velocidade (30,7 m/s)
#
# Tempo (s);Velocidade vertical (ft/s);Aceleração vertical (G);Velocidade total (ft/s);Aceleração total (G);Posição a favor do vento (ft);Posição paralela ao vento (ft);Distância lateral (ft);Direção lateral (°);Velocidade lateral (ft/s);Aceleração lateral (G);Latitude (°);Longitude (°);Aceleração gravitacional (G);Ângulo de ataque (°);Taxa de rotação (°/s);Taxa de arremesso (°/s);Taxa de guinada (°/s);Massa. (oz);Massa do propelente (oz);Momento de inércia longitudinal (lb·ft²);Momento de inércia de rotação (lb·ft²);Localização do CP (in);Localização do CG (in);Calibres da margem de estabilidade (?);Número de Mach (?);Número de Reynolds (?);Impulso (N);Força de arrasto (N);Coeficiente de arrasto (?);Coeficiente de arrasto axial (?);Coeficiente de arrasto de atrito (?);Coeficiente de arrasto de pressão (?);Coeficiente de arrasto de base (?);Coeficiente de força normal (?);Coeficiente de momento de Pitch (?);Guinada coeficiente de momento (?);Coeficiente de força lateral (?);Coeficiente do momento de rotação (?);Coeficiente forçado de rotação (?);Coeficiente de amortecimento de rotação (?);Coeficiente de arremesso de amortecimento (?);Aceleração de Coriolis (G);Comprimento de referência (in);Área de referência (in²);Orientação vertical (zênite) (°);Orientação lateral (azimute) (°);Velocidade do vento (ft/s);Temperatura do ar (°F);Pressão do ar (psi);Velocidade do som (ft/s);Passo de tempo de simulação (s);Tempo de computação (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
90.905;-106.09;0.0054937;106.18;0.0054937;1879;2.6273;1879;0.080113;0.043148;4.5343e-6;32.941;-106.92;0.99802;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.098183;4514419;0;267.61;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.0394e-4;NaN;NaN;NaN;NaN;0;27.056;10.526;1081.5;0.5;0.284
91.405;-106.01;0.0054713;106.09;0.0054713;1879.1;2.6273;1879.1;0.080112;0.043075;4.5138e-6;32.941;-106.92;0.99802;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.098082;4516725;0;267.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.036e-4;NaN;NaN;NaN;NaN;0;27.246;10.548;1081.7;0.5;0.28403
91.905;-105.92;0.0054489;106.01;0.0054489;1879.1;2.6273;1879.1;0.080111;0.043003;4.4931e-6;32.941;-106.92;0.99803;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.097982;4519022;0;267.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.0327e-4;NaN;NaN;NaN;NaN;0;27.435;10.569;1081.9;0.5;0.28421
92.405;-105.83;0.0054267;105.92;0.0054267;1879.1;2.6273;1879.1;0.08011;0.042931;4.4722e-6;32.941;-106.92;0.99803;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.097882;4521310;0;267.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.0293e-4;NaN;NaN;NaN;NaN;0;27.624;10.591;1082.1;0.5;0.2843
92.905;-105.74;0.0054045;105.83;0.0054045;1879.1;2.6273;1879.1;0.08011;0.042859;4.4513e-6;32.941;-106.92;0.99804;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.097782;4523589;0;267.59;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.026e-4;NaN;NaN;NaN;NaN;0;27.813;10.612;1082.3;0.5;0.28433
93.405;-105.66;0.0053825;105.74;0.0053825;1879.1;2.6274;1879.1;0.080109;0.042788;4.4303e-6;32.941;-106.92;0.99804;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.097683;4525859;0;267.59;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.0227e-4;NaN;NaN;NaN;NaN;0;28.001;10.633;1082.5;0.5;0.28437
93.905;-105.57;0.0053606;105.66;0.0053606;1879.2;2.6274;1879.2;0.080108;0.042717;4.4093e-6;32.941;-106.92;0.99805;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.097584;4528120;0;267.58;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.0194e-4;NaN;NaN;NaN;NaN;0;28.19;10.655;1082.7;0.5;0.28446
94.405;-105.49;0.0053389;105.57;0.0053389;1879.2;2.6274;1879.2;0.080107;0.042647;4.3884e-6;32.941;-106.92;0.99805;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.097486;4530372;0;267.58;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.0161e-4;NaN;NaN;NaN;NaN;0;28.378;10.676;1082.9;0.5;0.28449
94.905;-105.4;0.0053172;105.49;0.0053172;1879.2;2.6274;1879.2;0.080107;0.042576;4.3674e-6;32.941;-106.92;0.99806;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.097388;4532616;0;267.57;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.0129e-4;NaN;NaN;NaN;NaN;0;28.566;10.698;1083.1;0.5;0.28453
95.405;-105.31;0.0052958;105.4;0.0052958;1879.2;2.6274;1879.2;0.080106;0.042506;4.3466e-6;32.941;-106.92;0.99806;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.09729;4534851;0;267.57;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.0096e-4;NaN;NaN;NaN;NaN;0;28.754;10.719;1083.4;0.5;0.2846
95.905;-105.23;0.0052744;105.31;0.0052744;1879.3;2.6274;1879.3;0.080105;0.042437;4.3258e-6;32.941;-106.92;0.99807;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.097193;4537077;0;267.56;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.0064e-4;NaN;NaN;NaN;NaN;0;28.942;10.74;1083.6;0.5;0.28475
96.405;-105.15;0.0052533;105.23;0.0052533;1879.3;2.6274;1879.3;0.080104;0.042368;4.3051e-6;32.941;-106.92;0.99807;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.097096;4539294;0;267.56;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.0031e-4;NaN;NaN;NaN;NaN;0;29.13;10.761;1083.8;0.5;0.28478
96.905;-105.06;0.0052322;105.15;0.0052322;1879.3;2.6274;1879.3;0.080104;0.042299;4.2844e-6;32.941;-106.92;0.99808;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.097;4541503;0;267.56;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9999e-4;NaN;NaN;NaN;NaN;0;29.317;10.783;1084;0.5;0.28483
97.405;-104.98;0.0052113;105.06;0.0052113;1879.3;2.6274;1879.3;0.080103;0.04223;4.2639e-6;32.941;-106.92;0.99808;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.096904;4543704;0;267.55;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9967e-4;NaN;NaN;NaN;NaN;0;29.505;10.804;1084.2;0.5;0.28486
97.905;-104.89;0.0051906;104.98;0.0051906;1879.3;2.6274;1879.3;0.080102;0.042162;4.2435e-6;32.941;-106.92;0.99809;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.096808;4545896;0;267.55;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9935e-4;NaN;NaN;NaN;NaN;0;29.692;10.825;1084.4;0.5;0.28489
98.405;-104.81;0.0052406;104.89;0.0052406;1879.4;2.6274;1879.4;0.080102;0.042093;4.2516e-6;32.941;-106.92;0.99809;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.096712;4548400;0;267.56;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9904e-4;NaN;NaN;NaN;NaN;0;29.879;10.847;1084.6;0.5;0.28491
98.905;-104.72;0.0053003;104.81;0.0053003;1879.4;2.6274;1879.4;0.080101;0.042025;4.268e-6;32.941;-106.92;0.9981;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.096616;4550988;0;267.58;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9871e-4;NaN;NaN;NaN;NaN;0;30.066;10.869;1084.8;0.5;0.28496
99.405;-104.64;0.0053349;104.72;0.0053349;1879.4;2.6274;1879.4;0.0801;0.041956;4.2785e-6;32.941;-106.92;0.9981;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.096519;4553511;0;267.59;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9839e-4;NaN;NaN;NaN;NaN;0;30.253;10.892;1085;0.5;0.285
99.905;-104.55;0.0053521;104.64;0.0053521;1879.4;2.6274;1879.4;0.080099;0.041887;4.2841e-6;32.941;-106.92;0.99811;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.096422;4555984;0;267.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9806e-4;NaN;NaN;NaN;NaN;0;30.439;10.914;1085.2;0.5;0.28503
100.41;-104.47;0.0053573;104.55;0.0053573;1879.4;2.6274;1879.4;0.080099;0.041818;4.2856e-6;32.941;-106.92;0.99811;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.096324;4558421;0;267.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9774e-4;NaN;NaN;NaN;NaN;0;30.626;10.936;1085.4;0.5;0.28511
100.91;-104.38;0.0053541;104.47;0.0053541;1879.5;2.6274;1879.5;0.080098;0.041749;4.2836e-6;32.941;-106.92;0.99812;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.096227;4560829;0;267.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9741e-4;NaN;NaN;NaN;NaN;0;30.812;10.959;1085.6;0.5;0.28521
101.41;-104.29;0.0053452;104.38;0.0053452;1879.5;2.6274;1879.5;0.080097;0.04168;4.2787e-6;32.941;-106.92;0.99812;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.096129;4563215;0;267.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9708e-4;NaN;NaN;NaN;NaN;0;30.998;10.981;1085.8;0.5;0.28524
101.91;-104.21;0.0053323;104.29;0.0053323;1879.5;2.6274;1879.5;0.080096;0.041612;4.2713e-6;32.941;-106.92;0.99813;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.096032;4565583;0;267.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9675e-4;NaN;NaN;NaN;NaN;0;31.185;11.003;1086;0.5;0.28528
102.41;-104.12;0.0053168;104.21;0.0053168;1879.5;2.6275;1879.5;0.080096;0.041543;4.2619e-6;32.941;-106.92;0.99813;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.095935;4567935;0;267.59;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9643e-4;NaN;NaN;NaN;NaN;0;31.37;11.025;1086.2;0.5;0.2853
102.91;-104.04;0.0052995;104.12;0.0052995;1879.5;2.6275;1879.5;0.080095;0.041475;4.2507e-6;32.941;-106.92;0.99814;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.095838;4570274;0;267.59;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.961e-4;NaN;NaN;NaN;NaN;0;31.556;11.047;1086.4;0.5;0.28535
103.41;-103.95;0.005281;104.04;0.005281;1879.6;2.6275;1879.6;0.080094;0.041406;4.2382e-6;32.941;-106.92;0.99814;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.095741;4572601;0;267.59;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9578e-4;NaN;NaN;NaN;NaN;0;31.742;11.069;1086.7;0.5;0.2854
103.91;-103.87;0.0052617;103.95;0.0052617;1879.6;2.6275;1879.6;0.080094;0.041338;4.2244e-6;32.941;-106.92;0.99815;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.095645;4574917;0;267.58;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9545e-4;NaN;NaN;NaN;NaN;0;31.927;11.092;1086.9;0.5;0.28549
104.41;-103.78;0.0052419;103.87;0.0052419;1879.6;2.6275;1879.6;0.080093;0.041271;4.2097e-6;32.941;-106.92;0.99815;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.095549;4577222;0;267.58;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9513e-4;NaN;NaN;NaN;NaN;0;32.112;11.114;1087.1;0.5;0.28557
104.91;-103.7;0.0052217;103.78;0.0052217;1879.6;2.6275;1879.6;0.080092;0.041203;4.1942e-6;32.941;-106.92;0.99816;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.095454;4579518;0;267.57;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9481e-4;NaN;NaN;NaN;NaN;0;32.298;11.136;1087.3;0.5;0.28562
105.41;-103.62;0.0052015;103.7;0.0052015;1879.6;2.6275;1879.7;0.080091;0.041136;4.178e-6;32.941;-106.92;0.99816;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.095358;4581805;0;267.57;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9449e-4;NaN;NaN;NaN;NaN;0;32.483;11.158;1087.5;0.5;0.28565
105.91;-103.53;0.0051811;103.62;0.0051811;1879.7;2.6275;1879.7;0.080091;0.041069;4.1613e-6;32.941;-106.92;0.99817;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.095264;4584082;0;267.57;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9417e-4;NaN;NaN;NaN;NaN;0;32.667;11.18;1087.7;0.5;0.28575
106.41;-103.45;0.0051607;103.53;0.0051607;1879.7;2.6275;1879.7;0.08009;0.041002;4.1442e-6;32.941;-106.92;0.99817;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.095169;4586350;0;267.56;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9386e-4;NaN;NaN;NaN;NaN;0;32.852;11.202;1087.9;0.5;0.28579
106.91;-103.37;0.0051404;103.45;0.0051404;1879.7;2.6275;1879.7;0.080089;0.040936;4.1267e-6;32.941;-106.92;0.99818;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.095075;4588610;0;267.56;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9354e-4;NaN;NaN;NaN;NaN;0;33.037;11.224;1088.1;0.5;0.28586
107.41;-103.28;0.0051201;103.37;0.0051201;1879.7;2.6275;1879.7;0.080089;0.04087;4.109e-6;32.941;-106.92;0.99818;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.094981;4590861;0;267.55;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9323e-4;NaN;NaN;NaN;NaN;0;33.221;11.246;1088.3;0.5;0.28592
107.91;-103.2;0.0051;103.28;0.0051;1879.8;2.6275;1879.8;0.080088;0.040804;4.0911e-6;32.941;-106.92;0.99819;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.094888;4593103;0;267.55;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9291e-4;NaN;NaN;NaN;NaN;0;33.405;11.268;1088.5;0.5;0.28595
108.41;-103.12;0.0050799;103.2;0.0050799;1879.8;2.6275;1879.8;0.080087;0.040739;4.073e-6;32.941;-106.92;0.99819;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.094795;4595337;0;267.55;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.926e-4;NaN;NaN;NaN;NaN;0;33.589;11.29;1088.7;0.5;0.28599
108.91;-103.04;0.0050599;103.12;0.0050599;1879.8;2.6275;1879.8;0.080086;0.040673;4.0548e-6;32.941;-106.92;0.9982;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.094702;4597563;0;267.54;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9229e-4;NaN;NaN;NaN;NaN;0;33.773;11.312;1088.9;0.5;0.28603
109.41;-102.96;0.0050401;103.04;0.0050401;1879.8;2.6275;1879.8;0.080086;0.040608;4.0366e-6;32.941;-106.92;0.9982;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.09461;4599779;0;267.54;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9198e-4;NaN;NaN;NaN;NaN;0;33.957;11.334;1089.1;0.5;0.28606
109.91;-102.88;0.0050204;102.96;0.0050204;1879.8;2.6275;1879.8;0.080085;0.040544;4.0183e-6;32.941;-106.92;0.99821;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.094518;4601988;0;267.53;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9167e-4;NaN;NaN;NaN;NaN;0;34.141;11.356;1089.3;0.5;0.28608
110.41;-102.8;0.0050008;102.88;0.0050008;1879.9;2.6275;1879.9;0.080084;0.040479;4e-6;32.941;-106.92;0.99821;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.094426;4604189;0;267.53;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9136e-4;NaN;NaN;NaN;NaN;0;34.324;11.378;1089.5;0.5;0.28611
110.91;-102.72;0.0049813;102.8;0.0049813;1879.9;2.6275;1879.9;0.080084;0.040415;3.9817e-6;32.941;-106.92;0.99822;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.094334;4606381;0;267.53;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9106e-4;NaN;NaN;NaN;NaN;0;34.508;11.399;1089.7;0.5;0.28613
111.41;-102.64;0.004962;102.72;0.004962;1879.9;2.6275;1879.9;0.080083;0.040352;3.9635e-6;32.941;-106.92;0.99822;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.094243;4608565;0;267.52;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9075e-4;NaN;NaN;NaN;NaN;0;34.691;11.421;1089.9;0.5;0.28616
111.91;-102.56;0.0049427;102.64;0.0049428;1879.9;2.6276;1879.9;0.080082;0.040288;3.9453e-6;32.941;-106.92;0.99823;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.094153;4610740;0;267.52;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9045e-4;NaN;NaN;NaN;NaN;0;34.874;11.443;1090.1;0.5;0.28628
112.41;-102.48;0.0049237;102.56;0.0049237;1879.9;2.6276;1879.9;0.080082;0.040225;3.9272e-6;32.941;-106.92;0.99823;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.094062;4612908;0;267.51;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9015e-4;NaN;NaN;NaN;NaN;0;35.057;11.465;1090.3;0.5;0.28631
112.91;-102.4;0.0049047;102.48;0.0049047;1880;2.6276;1880;0.080081;0.040162;3.9091e-6;32.941;-106.92;0.99824;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.093972;4615068;0;267.51;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8985e-4;NaN;NaN;NaN;NaN;0;35.24;11.487;1090.5;0.5;0.28634
113.41;-102.32;0.0048858;102.4;0.0048858;1880;2.6276;1880;0.08008;0.0401;3.8911e-6;32.941;-106.92;0.99824;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.093883;4617220;0;267.51;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8955e-4;NaN;NaN;NaN;NaN;0;35.422;11.509;1090.7;0.5;0.28637
113.91;-102.24;0.0048697;102.32;0.0048697;1880;2.6276;1880;0.080079;0.040037;3.8743e-6;32.941;-106.92;0.99825;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.093793;4619375;0;267.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8925e-4;NaN;NaN;NaN;NaN;0;35.605;11.53;1090.9;0.5;0.28641
114.41;-102.16;0.0049477;102.24;0.0049477;1880;2.6276;1880;0.080079;0.039975;3.8945e-6;32.941;-106.92;0.99825;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.093704;4621958;0;267.53;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8895e-4;NaN;NaN;NaN;NaN;0;35.787;11.553;1091.1;0.5;0.28644
114.91;-102.08;0.0049948;102.16;0.0049948;1880;2.6276;1880;0.080078;0.039912;3.9085e-6;32.941;-106.92;0.99826;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.093614;4624460;0;267.54;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8865e-4;NaN;NaN;NaN;NaN;0;35.969;11.576;1091.3;0.5;0.28648
115.41;-102;0.0050208;102.08;0.0050208;1880.1;2.6276;1880.1;0.080077;0.039849;3.9173e-6;32.941;-106.92;0.99826;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.093523;4626906;0;267.55;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8834e-4;NaN;NaN;NaN;NaN;0;36.152;11.599;1091.5;0.5;0.28653
115.91;-101.92;0.0050323;102;0.0050323;1880.1;2.6276;1880.1;0.080077;0.039786;3.9217e-6;32.941;-106.92;0.99827;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.093432;4629308;0;267.55;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8803e-4;NaN;NaN;NaN;NaN;0;36.333;11.622;1091.7;0.5;0.28656
116.41;-101.84;0.0050339;101.92;0.0050339;1880.1;2.6276;1880.1;0.080076;0.039722;3.9225e-6;32.941;-106.92;0.99827;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.09334;4631680;0;267.55;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8773e-4;NaN;NaN;NaN;NaN;0;36.515;11.645;1091.9;0.5;0.28661
116.91;-101.76;0.0050288;101.84;0.0050288;1880.1;2.6276;1880.1;0.080075;0.039659;3.9202e-6;32.941;-106.92;0.99828;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.093249;4634026;0;267.55;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8742e-4;NaN;NaN;NaN;NaN;0;36.697;11.667;1092.1;0.5;0.28665
117.41;-101.68;0.005019;101.76;0.005019;1880.1;2.6276;1880.1;0.080075;0.039596;3.9154e-6;32.941;-106.92;0.99828;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.093158;4636353;0;267.55;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8711e-4;NaN;NaN;NaN;NaN;0;36.878;11.69;1092.3;0.5;0.28675
117.91;-101.6;0.0050062;101.68;0.0050062;1880.2;2.6276;1880.2;0.080074;0.039534;3.9084e-6;32.941;-106.92;0.99829;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.093067;4638665;0;267.55;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.868e-4;NaN;NaN;NaN;NaN;0;37.06;11.713;1092.5;0.5;0.28679
118.41;-101.52;0.0049912;101.6;0.0049912;1880.2;2.6276;1880.2;0.080073;0.039471;3.8997e-6;32.941;-106.92;0.99829;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.092976;4640962;0;267.55;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.865e-4;NaN;NaN;NaN;NaN;0;37.241;11.736;1092.7;0.5;0.28682
118.91;-101.44;0.0049749;101.52;0.0049749;1880.2;2.6276;1880.2;0.080073;0.039408;3.8894e-6;32.941;-106.92;0.9983;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.092886;4643248;0;267.55;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8619e-4;NaN;NaN;NaN;NaN;0;37.422;11.758;1092.9;0.5;0.28685
