# Nominal_3 (Up to date)
# 1062 data points written for 53 variables.
# Simulation warnings:
#   Implantação recuperação do dispositivo a alta velocidade (30,7 m/s)
#
# Tempo (s);Velocidade vertical (ft/s);Aceleração vertical (G);Velocidade total (ft/s);Aceleração total (G);Posição a favor do vento (ft);Posição paralela ao vento (ft);Distância lateral (ft);Direção lateral (°);Velocidade lateral (ft/s);Aceleração lateral (G);Latitude (°);Longitude (°);Aceleração gravitacional (G);Ângulo de ataque (°);Taxa de rotação (°/s);Taxa de arremesso (°/s);Taxa de guinada (°/s);Massa. (oz);Massa do propelente (oz);Momento de inércia longitudinal (lb·ft²);Momento de inércia de rotação (lb·ft²);Localização do CP (in);Localização do CG (in);Calibres da margem de estabilidade (?);Número de Mach (?);Número de Reynolds (?);Impulso (N);Força de arrasto (N);Coeficiente de arrasto (?);Coeficiente de arrasto axial (?);Coeficiente de arrasto de atrito (?);Coeficiente de arrasto de pressão (?);Coeficiente de arrasto de base (?);Coeficiente de força normal (?);Coeficiente de momento de Pitch (?);Guinada coeficiente de momento (?);Coeficiente de força lateral (?);Coeficiente do momento de rotação (?);Coeficiente forçado de rotação (?);Coeficiente de amortecimento de rotação (?);Coeficiente de arremesso de amortecimento (?);Aceleração de Coriolis (G);Comprimento de referência (in);Área de referência (in²);Orientação vertical (zênite) (°);Orientação lateral (azimute) (°);Velocidade do vento (ft/s);Temperatura do ar (°F);Pressão do ar (psi);Velocidade do som (ft/s);Passo de tempo de simulação (s);Tempo de computação (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
119.41;-101.36;0.0049577;101.44;0.0049577;1880.2;2.6276;1880.2;0.080072;0.039346;3.878e-6;32.941;-106.92;0.9983;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.092796;4645523;0;267.54;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8589e-4;NaN;NaN;NaN;NaN;0;37.603;11.781;1093.1;0.5;0.28689
119.91;-101.28;0.0049399;101.36;0.0049399;1880.2;2.6276;1880.2;0.080071;0.039284;3.8656e-6;32.941;-106.92;0.99831;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.092706;4647788;0;267.54;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8558e-4;NaN;NaN;NaN;NaN;0;37.784;11.804;1093.3;0.5;0.28703
120.41;-101.2;0.0049217;101.28;0.0049217;1880.3;2.6276;1880.3;0.08007;0.039222;3.8523e-6;32.941;-106.92;0.99831;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.092616;4.65e6;0;267.53;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8528e-4;NaN;NaN;NaN;NaN;0;37.965;11.826;1093.5;0.5;0.28706
120.91;-101.12;0.0049033;101.2;0.0049033;1880.3;2.6276;1880.3;0.08007;0.03916;3.8383e-6;32.941;-106.92;0.99832;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.092527;4652290;0;267.53;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8498e-4;NaN;NaN;NaN;NaN;0;38.145;11.849;1093.7;0.5;0.2871
121.41;-101.04;0.0048849;101.12;0.0048849;1880.3;2.6277;1880.3;0.080069;0.039098;3.8238e-6;32.941;-106.92;0.99832;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.092438;4654528;0;267.53;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8468e-4;NaN;NaN;NaN;NaN;0;38.325;11.872;1093.9;0.5;0.28715
121.91;-100.96;0.0048663;101.04;0.0048664;1880.3;2.6277;1880.3;0.080068;0.039037;3.8089e-6;32.941;-106.92;0.99833;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.092349;4656757;0;267.52;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8438e-4;NaN;NaN;NaN;NaN;0;38.506;11.894;1094.1;0.5;0.28725
122.41;-100.89;0.0048479;100.96;0.0048479;1880.3;2.6277;1880.3;0.080068;0.038976;3.7936e-6;32.941;-106.92;0.99833;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.092261;4658978;0;267.52;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8408e-4;NaN;NaN;NaN;NaN;0;38.686;11.917;1094.3;0.5;0.28736
122.91;-100.81;0.0048294;100.89;0.0048294;1880.3;2.6277;1880.4;0.080067;0.038915;3.778e-6;32.941;-106.92;0.99834;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.092173;4661191;0;267.52;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8379e-4;NaN;NaN;NaN;NaN;0;38.866;11.94;1094.5;0.5;0.28739
123.41;-100.73;0.004811;100.81;0.004811;1880.4;2.6277;1880.4;0.080066;0.038855;3.7622e-6;32.941;-106.92;0.99834;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.092085;4663395;0;267.51;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8349e-4;NaN;NaN;NaN;NaN;0;39.046;11.962;1094.7;0.5;0.28742
123.91;-100.65;0.0047928;100.73;0.0047928;1880.4;2.6277;1880.4;0.080066;0.038795;3.7462e-6;32.941;-106.92;0.99834;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.091998;4665591;0;267.51;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.832e-4;NaN;NaN;NaN;NaN;0;39.225;11.985;1094.9;0.5;0.28753
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=123.91 seconds
124.41;-100.58;0.0047746;100.65;0.0047746;1880.4;2.6277;1880.4;0.080065;0.038735;3.7302e-6;32.941;-106.92;0.99835;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.091911;4667780;0;267.51;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.829e-4;NaN;NaN;NaN;NaN;0;39.405;12.007;1095.1;0.5;0.28756
124.41;-98.936;9.913;100.58;9.913;1880.4;2.6277;1880.4;0.080065;0.038102;0.0038197;32.941;-106.92;0.99835;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.091824;4.67e6;0;2909.8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8261e-4;NaN;NaN;NaN;NaN;0;39.584;12.03;1095.3;0.0051433;0.28763
124.42;-97.295;9.5602;98.936;9.5602;1880.4;2.6277;1880.4;0.080065;0.037469;0.00369;32.941;-106.92;0.99835;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.090326;4593849;0;2815.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.7637e-4;NaN;NaN;NaN;NaN;0;39.586;12.03;1095.3;0.0053331;0.28768
124.42;-95.655;9.2131;97.295;9.2131;1880.4;2.6277;1880.4;0.080065;0.036835;0.0035624;32.941;-106.92;0.99835;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.088828;4517738;0;2723.1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.7013e-4;NaN;NaN;NaN;NaN;0;39.588;12.03;1095.3;0.0055341;0.28772
124.43;-94.015;8.8718;95.655;8.8718;1880.4;2.6277;1880.4;0.080065;0.0362;0.0034369;32.941;-106.92;0.99835;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.08733;4441626;0;2632.1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.6389e-4;NaN;NaN;NaN;NaN;0;39.59;12.03;1095.3;0.0057469;0.28784
124.43;-92.374;8.5363;94.015;8.5363;1880.4;2.6277;1880.4;0.080065;0.035563;0.0033136;32.941;-106.92;0.99835;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.085833;4365513;0;2542.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.5765e-4;NaN;NaN;NaN;NaN;0;39.592;12.031;1095.3;0.0059728;0.28795
124.44;-90.734;8.2067;92.374;8.2067;1880.4;2.6277;1880.4;0.080065;0.034925;0.0031924;32.941;-106.92;0.99835;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.084335;4289400;0;2454.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.5141e-4;NaN;NaN;NaN;NaN;0;39.594;12.031;1095.3;0.0062127;0.28806
124.45;-89.093;7.8828;90.734;7.8828;1880.4;2.6277;1880.4;0.080065;0.034285;0.0030733;32.941;-106.92;0.99835;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.082837;4213285;0;2368.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.4517e-4;NaN;NaN;NaN;NaN;0;39.596;12.031;1095.3;0.006468;0.28809
124.45;-87.453;7.5647;89.093;7.5647;1880.4;2.6277;1880.4;0.080065;0.033644;0.0029563;32.941;-106.92;0.99835;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.081339;4137170;0;2283.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.3893e-4;NaN;NaN;NaN;NaN;0;39.598;12.031;1095.3;0.00674;0.28818
124.46;-85.812;7.2524;87.453;7.2524;1880.4;2.6277;1880.4;0.080065;0.033001;0.0028415;32.941;-106.92;0.99835;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.079841;4061054;0;2200.3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.3269e-4;NaN;NaN;NaN;NaN;0;39.6;12.032;1095.3;0.0070302;0.28824
124.47;-84.172;6.9459;85.812;6.9459;1880.4;2.6277;1880.4;0.080065;0.032357;0.0027287;32.941;-106.92;0.99835;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.078344;3984937;0;2118.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.2645e-4;NaN;NaN;NaN;NaN;0;39.602;12.032;1095.3;0.0073404;0.28831
124.47;-82.532;6.6453;84.172;6.6453;1880.4;2.6277;1880.4;0.080065;0.031711;0.0026181;32.941;-106.92;0.99835;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.076846;3908819;0;2038.3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.2021e-4;NaN;NaN;NaN;NaN;0;39.604;12.032;1095.3;0.0076725;0.28846
124.48;-80.891;6.3504;82.532;6.3504;1880.4;2.6277;1880.4;0.080065;0.031062;0.0025096;32.941;-106.92;0.99835;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.075348;3832700;0;1959.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.1397e-4;NaN;NaN;NaN;NaN;0;39.607;12.033;1095.3;0.0080288;0.2885
124.49;-79.251;6.0613;80.891;6.0613;1880.4;2.6277;1880.4;0.080065;0.030412;0.0024032;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.07385;3756580;0;1882.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.0772e-4;NaN;NaN;NaN;NaN;0;39.609;12.033;1095.3;0.0084117;0.28864
124.5;-77.61;5.778;79.251;5.778;1880.4;2.6277;1880.4;0.080065;0.029759;0.0022989;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.072352;3680460;0;1807.1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.0148e-4;NaN;NaN;NaN;NaN;0;39.611;12.033;1095.3;0.0088241;0.2887
124.51;-75.97;5.5005;77.61;5.5005;1880.4;2.6277;1880.4;0.080065;0.029104;0.0021967;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.070854;3604339;0;1733.1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.9524e-4;NaN;NaN;NaN;NaN;0;39.614;12.033;1095.3;0.0092693;0.28875
124.52;-74.33;5.2288;75.97;5.2288;1880.4;2.6277;1880.4;0.080065;0.028446;0.0020966;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.069357;3528217;0;1660.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.89e-4;NaN;NaN;NaN;NaN;0;39.616;12.034;1095.4;0.0097509;0.28891
124.53;-72.689;4.9629;74.33;4.9629;1880.4;2.6277;1880.4;0.080065;0.027786;0.0019986;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.067859;3452093;0;1589.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.8276e-4;NaN;NaN;NaN;NaN;0;39.619;12.034;1095.4;0.010273;0.28898
124.54;-71.049;4.7028;72.689;4.7028;1880.4;2.6277;1880.4;0.080065;0.027122;0.0019028;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.066361;3375969;0;1520.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.7652e-4;NaN;NaN;NaN;NaN;0;39.622;12.034;1095.4;0.010842;0.2891
124.55;-69.408;4.4485;71.049;4.4485;1880.4;2.6277;1880.4;0.080065;0.026455;0.001809;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.064863;3299845;0;1452.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.7028e-4;NaN;NaN;NaN;NaN;0;39.624;12.035;1095.4;0.011461;0.28917
124.56;-67.768;4.2;69.408;4.2;1880.4;2.6277;1880.4;0.080065;0.025784;0.0017173;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.063366;3223719;0;1386.3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.6404e-4;NaN;NaN;NaN;NaN;0;39.627;12.035;1095.4;0.012139;0.28927
124.58;-66.127;3.9573;67.768;3.9573;1880.4;2.6277;1880.4;0.080065;0.025109;0.0016277;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.061868;3147592;0;1321.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.578e-4;NaN;NaN;NaN;NaN;0;39.63;12.035;1095.4;0.012884;0.28933
124.59;-64.487;3.7205;66.127;3.7205;1880.4;2.6277;1880.4;0.080065;0.02443;0.0015402;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.06037;3071465;0;1258.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.5156e-4;NaN;NaN;NaN;NaN;0;39.633;12.036;1095.4;0.013704;0.28938
124.6;-62.847;3.4894;64.487;3.4894;1880.4;2.6277;1880.4;0.080065;0.023746;0.0014548;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.058872;2995337;0;1196.8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.4532e-4;NaN;NaN;NaN;NaN;0;39.637;12.036;1095.4;0.014612;0.28944
124.62;-61.206;3.2641;62.847;3.2641;1880.4;2.6277;1880.4;0.080065;0.023057;0.0013715;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.057374;2919208;0;1136.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.3908e-4;NaN;NaN;NaN;NaN;0;39.64;12.037;1095.4;0.01562;0.28948
124.64;-59.566;3.0446;61.206;3.0446;1880.4;2.6277;1880.4;0.080065;0.022362;0.0012902;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.055877;2843078;0;1078.1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.3284e-4;NaN;NaN;NaN;NaN;0;39.643;12.037;1095.4;0.016746;0.28953
124.65;-57.925;2.8309;59.566;2.8309;1880.4;2.6277;1880.4;0.080065;0.02166;0.001211;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.054379;2766947;0;1021.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.266e-4;NaN;NaN;NaN;NaN;0;39.647;12.038;1095.4;0.018011;0.28971
124.67;-56.285;2.623;57.925;2.623;1880.4;2.6277;1880.4;0.080065;0.020951;0.0011338;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.052881;2690816;0;965.71;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.2036e-4;NaN;NaN;NaN;NaN;0;39.651;12.038;1095.4;0.019438;0.28986
124.7;-54.644;2.4209;56.285;2.4209;1880.4;2.6277;1880.4;0.080065;0.020234;0.0010586;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.051383;2614684;0;911.82;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.1412e-4;NaN;NaN;NaN;NaN;0;39.655;12.039;1095.4;0.021061;0.28992
124.72;-53.004;2.2246;54.644;2.2246;1880.4;2.6277;1880.4;0.080065;0.019507;9.8552e-4;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.049885;2538551;0;859.48;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.0788e-4;NaN;NaN;NaN;NaN;0;39.659;12.039;1095.4;0.022919;0.28996
124.74;-51.364;2.0341;53.004;2.0341;1880.4;2.6277;1880.4;0.080065;0.01877;9.144e-4;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.048388;2462419;0;808.68;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.0164e-4;NaN;NaN;NaN;NaN;0;39.663;12.04;1095.4;0.025065;0.29001
124.77;-49.723;1.8494;51.364;1.8494;1880.4;2.6277;1880.4;0.080065;0.01802;8.4526e-4;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.04689;2386285;0;759.43;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.954e-4;NaN;NaN;NaN;NaN;0;39.668;12.04;1095.4;0.027568;0.29017
124.8;-48.083;1.6705;49.723;1.6705;1880.4;2.6277;1880.4;0.080065;0.017256;7.7807e-4;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.045392;2310152;0;711.72;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.8916e-4;NaN;NaN;NaN;NaN;0;39.673;12.041;1095.4;0.030521;0.29023
124.84;-46.442;1.4975;48.083;1.4975;1880.4;2.6277;1880.4;0.080065;0.016475;7.1278e-4;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.043894;2234019;0;665.57;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.8292e-4;NaN;NaN;NaN;NaN;0;39.678;12.041;1095.4;0.034048;0.29033
124.87;-44.802;1.3302;46.442;1.3302;1880.4;2.6277;1880.4;0.080065;0.015674;6.4935e-4;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.042397;2157887;0;620.96;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.7668e-4;NaN;NaN;NaN;NaN;0;39.684;12.042;1095.4;0.03833;0.29037
124.92;-43.162;1.1687;44.802;1.1687;1880.4;2.6277;1880.4;0.080065;0.014849;5.8773e-4;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.040899;2081756;0;577.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.7043e-4;NaN;NaN;NaN;NaN;0;39.69;12.043;1095.4;0.043626;0.29041
124.97;-41.521;1.013;43.162;1.013;1880.4;2.6277;1880.4;0.080065;0.013995;5.278e-4;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.039401;2005626;0;536.38;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.6419e-4;NaN;NaN;NaN;NaN;0;39.697;12.044;1095.4;0.05033;0.29055
125.03;-39.881;0.86316;41.521;0.86316;1880.4;2.6277;1880.4;0.080065;0.013102;4.6947e-4;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.037903;1929500;0;496.42;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.5795e-4;NaN;NaN;NaN;NaN;0;39.705;12.045;1095.4;0.059069;0.29064
125.1;-38.24;0.7191;39.881;0.7191;1880.4;2.6277;1880.4;0.080065;0.012161;4.1254e-4;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.036405;1853377;0;458;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.5171e-4;NaN;NaN;NaN;NaN;0;39.713;12.046;1095.5;0.070902;0.29067
125.19;-36.6;0.58085;38.24;0.58085;1880.4;2.6277;1880.4;0.080065;0.011154;3.5675e-4;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.034908;1777262;0;421.13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.4547e-4;NaN;NaN;NaN;NaN;0;39.723;12.047;1095.5;0.087778;0.29076
125.3;-34.959;0.44841;36.6;0.44841;1880.4;2.6277;1880.4;0.080064;0.01005;3.0167e-4;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.03341;1701158;0;385.81;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.3923e-4;NaN;NaN;NaN;NaN;0;39.735;12.049;1095.5;0.1137;0.29079
125.46;-33.319;0.32179;34.959;0.32179;1880.4;2.6277;1880.4;0.080064;0.0087934;2.4653e-4;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.031912;1625072;0;352.05;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.3299e-4;NaN;NaN;NaN;NaN;0;39.749;12.05;1095.5;0.15845;0.29085
125.71;-31.679;0.201;33.319;0.201;1880.4;2.6277;1880.4;0.080064;0.0072446;1.8978e-4;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.030414;1549022;0;319.84;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.2675e-4;NaN;NaN;NaN;NaN;0;39.769;12.053;1095.5;0.25367;0.29089
126.21;-30.294;0.086073;31.679;0.086073;1880.4;2.6277;1880.4;0.080064;0.0051937;1.2749e-4;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.028916;1473054;0;289.19;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.2051e-4;NaN;NaN;NaN;NaN;0;39.798;12.057;1095.6;0.5;0.29092
126.71;-30.394;-0.0061964;30.294;0.0061966;1880.4;2.6277;1880.4;0.080064;0.0043112;5.4856e-5;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.02765;1409199;0;264.58;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.1524e-4;NaN;NaN;NaN;NaN;0;39.853;12.063;1095.6;0.5;0.29098
127.21;-30.381;7.9609e-4;30.394;7.9652e-4;1880.4;2.6277;1880.4;0.080064;0.0038913;2.6104e-5;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.02774;1414357;0;266.45;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.1562e-4;NaN;NaN;NaN;NaN;0;39.907;12.07;1095.7;0.5;0.29101
127.71;-30.374;4.0676e-4;30.381;4.0695e-4;1880.4;2.6277;1880.4;0.080064;0.0036926;1.2352e-5;32.941;-106.92;0.99836;NaN;NaN;NaN;NaN;959.21;0;NaN;NaN;NaN;NaN;NaN;0.027726;1414283;0;266.35;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.1557e-4;NaN;NaN;NaN;NaN;0;39.961;12.077;1095.7;0.5;0.29106
